uid,title,num,crn,section,hours,times,faculty,location,limit,enrolled,available,info,description,subj,subject,subj_code,cat_term,credit_hours
202610SPAN12585,"Spanish Detective Novel 1975-present",405,12585,A,4,"TR 0930-1045,  ","R Sanchez-Imizcoz","Gailor Hall 103",11,9,"Available: 2","Prerequisites: One course in Spanish numbered 299 or higher; Consent of professor required for late entry","This course covers the evolution of the detective novel from after the death of Franco to the present day. It studies the changes in Spanish society through the Transición to the new democratic government.",SPAN,Spanish,SPAN,202610,"4 hours"
202610STAT12461,"Data Science and Citizenship",100,12461,A,4,"MWF 0800-0850,  ","S Hopkins","duPont Library G10",24,20,"Available: 4","General Education: G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)<br><br>Reserved Seats: new first-year students - 6 (none available); Consent of professor required for late entry","This course explores the complex ways in which we interact with data in everyday life. While thinking critically about the role of data science in advancing social good, students will gain fundamental skills in data literacy and open-source programming tools for data science.",STAT,Statistics,STAT,202610,"4 hours"
202610STAT12465,"Data Science and Citizenship",100,12465,B,4,"MWF 0900-0950,  ","S Hopkins","duPont Library G10",24,25,"Closed // Waitlist: 0","General Education: G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)<br><br>Reserved Seats: new first-year students - 9 (none available); Consent of professor required for late entry","This course explores the complex ways in which we interact with data in everyday life. While thinking critically about the role of data science in advancing social good, students will gain fundamental skills in data literacy and open-source programming tools for data science.",STAT,Statistics,STAT,202610,"4 hours"
202610STAT12466,"Elementary Statistics",204,12466,A,4,"TR 1100-1215,  ","E Puckette","J. Albert Woods Laboratories 113",26,26,"Closed // Waitlist: 4","General Education: G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)<br><br>Reserved Seats: new first-year students - 5 (none available); Consent of professor required for late entry","An introduction to statistics covering these topics: probability, binomial and normal distributions, mean, median, variance, standard deviation, the distinction between sample and population, t-distribution, hypothesis testing, confidence intervals, and linear regression.",STAT,Statistics,STAT,202610,"4 hours"
202610STAT12468,"Elementary Statistics",204,12468,B,4,"TR 1330-1445,  ","L Quinn-Stine","J. Albert Woods Laboratories 113",27,27,"Closed // Waitlist: 1","General Education: G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)<br><br>Reserved Seats: new first-year students - 4 (none available); Consent of professor required for late entry","An introduction to statistics covering these topics: probability, binomial and normal distributions, mean, median, variance, standard deviation, the distinction between sample and population, t-distribution, hypothesis testing, confidence intervals, and linear regression.",STAT,Statistics,STAT,202610,"4 hours"
202610STAT12469,"Elementary Statistics",204,12469,C,4,"TR 1500-1615,  ","L Quinn-Stine","J. Albert Woods Laboratories 113",26,24,"Available: 2","General Education: G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)<br><br>Reserved Seats: new first-year students - 5 (none available); Consent of professor required for late entry","An introduction to statistics covering these topics: probability, binomial and normal distributions, mean, median, variance, standard deviation, the distinction between sample and population, t-distribution, hypothesis testing, confidence intervals, and linear regression.",STAT,Statistics,STAT,202610,"4 hours"
202610THTR12338,"Introduction to Theatre",101,12338,A,4,"TR 1500-1615,  ","J Vera","Hamilton Hall 228",26,10,"Available: 16","General Education: G2: Understanding the Arts<br><br>Reserved Seats: new first-year students - 4 (none available); Consent of professor required for late entry","An introduction to aesthetics and the art of the theatre through an analysis of stage development and production technique.",THTR,Theatre,THTR,202610,"4 hours"
202610THTR12339,"Fundamentals of Theatre Production",111,12339,A,4,"MWF 1100-1150,  ","J Marshall/ D Silfies","Tennessee Williams Center 114",12,11,"Available: 1","General Education: G2: Understanding the Arts<br><br>Open only to first-year students and sophomores; Reserved Seats: new first-year students - 4 (none available); Consent of professor required for late entry","An examination of the collaborative contributions costumes, scenery, lighting, and property technicians make to the art of theatre. An introduction to the materials, technologies, equipment, structures, and best practices used in contemporary theatre production.",THTR,Theatre,THTR,202610,"4 hours"
202610THTR12751,"Fundamentals of Theatre Production",111,12751,S1,0,"M 1300-1459,  ","J Marshall/ D Silfies","Tennessee Williams Center 114",6,6,Closed,"Open only to first-year students and sophomores; Consent of professor required for late entry","An examination of the collaborative contributions costumes, scenery, lighting, and property technicians make to the art of theatre. An introduction to the materials, technologies, equipment, structures, and best practices used in contemporary theatre production.",THTR,Theatre,THTR,202610,"0 hours"
202610THTR12752,"Fundamentals of Theatre Production",111,12752,S2,0,"M 1500-1659,  ","J Marshall/ D Silfies","Tennessee Williams Center 114",6,5,"Available: 1","Open only to first-year students and sophomores; Consent of professor required for late entry","An examination of the collaborative contributions costumes, scenery, lighting, and property technicians make to the art of theatre. An introduction to the materials, technologies, equipment, structures, and best practices used in contemporary theatre production.",THTR,Theatre,THTR,202610,"0 hours"
202610THTR12340,"Fundamentals of Acting",131,12340,A,4,"TR 0930-1045,  ","D Cooper","Tennessee Williams Center 014",12,12,"Closed // Waitlist: 0","General Education: G2: Understanding the Arts<br><br>Open only to first-year students, sophomores, and juniors; Reserved Seats: new first-year students - 5 (none available); Consent of professor required for late entry","An introduction to the actor's art. Understanding the demands of performance. The execution of dramatic action. Students are expected to perform frequently in exercises and scenes.",THTR,Theatre,THTR,202610,"4 hours"
202610THTR12759,"Fundamentals of Acting",131,12759,B,4,"TR 1100-1215,  ","S Hamilton","Tennessee Williams Center 014",12,12,"Closed // Waitlist: 1","General Education: G2: Understanding the Arts<br><br>Open only to first-year students, sophomores, and juniors; Reserved Seats: new first-year students - 6 (none available); Consent of professor required for late entry","An introduction to the actor's art. Understanding the demands of performance. The execution of dramatic action. Students are expected to perform frequently in exercises and scenes.",THTR,Theatre,THTR,202610,"4 hours"
202610THTR12341,"Global Theatre",221,12341,A,4,"TR 1500-1615,  ","S Hamilton","Hamilton Hall 131",15,12,"Available: 3","General Education: G2: Understanding the Arts,G7: Encountering Perspectives,GMWI: Major Writing Intensive<br><br>Open only to sophomores, juniors, and seniors; Consent of professor required for late entry","An exploration of theatre and performance from around the globe with a focus on non-Western performance traditions and classics from the Western canon. The course will examine performance rituals and plays from prehistoric Africa, ancient Greece and Rome, classical India, medieval China, feudal Japan, early modern and modern Europe, the postmodern era, and others. The course will place particular emphasis on the development and evolution of theatrical performance, literature, and theory within various cultural, social, political, and historical contexts.",THTR,Theatre,THTR,202610,"4 hours"
202610THTR12802,"New York Theater",228,12802,A,4,"TBA ,  ",Staff,TBA,99,1,"Available: 98","General Education: G2: Understanding the Arts<br><br>Prerequisites: Only open to students admitted to the Sewanee in Study in New York City program; Consent of professor required for late entry","The class will highlight the personal, cultural, and professional value of theater through attending eight live performances at a variety of venues: including Broadway, the center of the global commercial theater world, New York’s Public Theater, the non-profit home where many great artists and new plays have been developed and nurtured, as well as others. The class will also over weekly discussions highlighting the history/mission of each institution and discussing different professional disciplines within the field. The lectures will be supported by reading of current articles written on key issues within the industry, and post show discussions with artists involved in the various productions.",THTR,Theatre,THTR,202610,"4 hours"
